stream_index,expected,clean_est,trojan_est,abs_err_clean,abs_err_trojan,affected_bits,affected_percent
282,0.714439,0.71875,0.765625,0.004310999999999954,0.051185999999999954,7,0.0546875
283,0.861106,0.84375,0.828125,0.017356000000000038,0.03298100000000004,7,0.0546875
284,1.0,1.0,1.0,0.0,0.0,7,0.0546875
285,0.328421,0.328125,0.4375,0.00029600000000001847,0.10907899999999998,7,0.0546875
286,1.0,1.0,1.0,0.0,0.0,7,0.0546875
287,0.807419,0.8125,0.796875,0.005081000000000002,0.010543999999999998,7,0.0546875
288,0.979071,0.96875,1.0,0.010321000000000025,0.020928999999999975,7,0.0546875
289,1.0,1.0,1.0,0.0,0.0,7,0.0546875
290,0.933465,0.921875,0.9375,0.01158999999999999,0.004035000000000011,7,0.0546875
291,1.0,1.0,1.0,0.0,0.0,7,0.0546875
292,1.0,1.0,1.0,0.0,0.0,7,0.0546875
293,1.0,1.0,1.0,0.0,0.0,7,0.0546875
294,1.0,1.0,1.0,0.0,0.0,7,0.0546875
295,1.0,1.0,1.0,0.0,0.0,7,0.0546875
296,1.0,1.0,1.0,0.0,0.0,7,0.0546875
297,0.905549,0.90625,0.921875,0.0007009999999999517,0.01632599999999995,7,0.0546875
298,0.9085449999999999,0.921875,0.9375,0.013330000000000064,0.028955000000000064,7,0.0546875
299,1.0,1.0,1.0,0.0,0.0,7,0.0546875
300,1.0,1.0,1.0,0.0,0.0,7,0.0546875
301,0.993641,0.984375,1.0,0.009265999999999996,0.0063590000000000035,7,0.0546875
302,1.0,1.0,1.0,0.0,0.0,7,0.0546875
303,0.899192,0.890625,0.90625,0.008566999999999991,0.007058000000000009,7,0.0546875
304,1.0,1.0,1.0,0.0,0.0,7,0.0546875
305,1.0,1.0,1.0,0.0,0.0,7,0.0546875
306,0.775745,0.765625,0.8125,0.010120000000000018,0.03675499999999998,7,0.0546875
307,1.0,1.0,1.0,0.0,0.0,7,0.0546875
308,1.0,1.0,1.0,0.0,0.0,7,0.0546875
309,1.0,1.0,1.0,0.0,0.0,7,0.0546875
310,0.565516,0.5625,0.671875,0.0030160000000000187,0.10635899999999998,7,0.0546875
311,1.0,1.0,1.0,0.0,0.0,7,0.0546875
312,1.0,1.0,1.0,0.0,0.0,7,0.0546875
313,1.0,1.0,1.0,0.0,0.0,7,0.0546875
314,0.786496,0.796875,0.8125,0.010379000000000027,0.026004000000000027,7,0.0546875
315,1.0,1.0,1.0,0.0,0.0,7,0.0546875
316,1.0,1.0,1.0,0.0,0.0,7,0.0546875
317,0.583297,0.578125,0.6875,0.005171999999999954,0.10420300000000005,7,0.0546875
318,0.843175,0.828125,0.78125,0.015050000000000008,0.06192500000000001,7,0.0546875
319,0.528873,0.53125,0.546875,0.0023769999999999625,0.018001999999999962,7,0.0546875
320,1.0,1.0,1.0,0.0,0.0,7,0.0546875
321,0.728812,0.734375,0.78125,0.005562999999999985,0.052437999999999985,7,0.0546875
322,1.0,1.0,1.0,0.0,0.0,7,0.0546875
323,0.82071,0.8125,0.828125,0.00821000000000005,0.007414999999999949,7,0.0546875
324,1.0,1.0,1.0,0.0,0.0,7,0.0546875
325,0.548871,0.546875,0.65625,0.0019959999999999978,0.107379,7,0.0546875
326,1.0,1.0,1.0,0.0,0.0,7,0.0546875
327,0.603384,0.609375,0.5625,0.005990999999999969,0.04088400000000003,7,0.0546875
328,0.878621,0.875,0.890625,0.0036209999999999853,0.012004000000000015,7,0.0546875
329,1.0,1.0,1.0,0.0,0.0,7,0.0546875
330,0.9832890000000001,0.984375,0.90625,0.0010859999999999204,0.07703900000000008,7,0.0546875
331,0.3789,0.375,0.484375,0.0039000000000000146,0.10547499999999999,7,0.0546875
332,0.510355,0.5,0.609375,0.010355000000000003,0.09902,7,0.0546875
333,1.0,1.0,1.0,0.0,0.0,7,0.0546875
334,0.955937,0.953125,0.96875,0.0028120000000000367,0.012812999999999963,7,0.0546875
335,0.9883930000000001,0.96875,1.0,0.019643000000000077,0.011606999999999923,7,0.0546875
336,1.0,1.0,1.0,0.0,0.0,7,0.0546875
337,1.0,1.0,1.0,0.0,0.0,7,0.0546875
338,0.862274,0.859375,0.875,0.002898999999999985,0.012726000000000015,7,0.0546875
339,0.981977,0.96875,0.984375,0.013226999999999989,0.0023980000000000112,7,0.0546875
340,0.709734,0.703125,0.78125,0.006608999999999976,0.07151600000000002,7,0.0546875
341,0.516541,0.5,0.515625,0.016541000000000028,0.0009160000000000279,7,0.0546875
342,0.6241990000000001,0.609375,0.625,0.01482400000000006,0.0008009999999999406,7,0.0546875
343,1.0,1.0,1.0,0.0,0.0,7,0.0546875
344,0.353707,0.34375,0.421875,0.009956999999999994,0.068168,7,0.0546875
345,0.650902,0.640625,0.6875,0.01027699999999998,0.03659800000000002,7,0.0546875
346,0.6713560000000001,0.671875,0.78125,0.0005189999999999362,0.10989399999999994,7,0.0546875
347,0.675142,0.6875,0.671875,0.01235799999999998,0.00326700000000002,7,0.0546875
348,0.624964,0.625,0.734375,3.6000000000036e-05,0.10941100000000004,7,0.0546875
349,0.652199,0.640625,0.625,0.011573999999999973,0.027198999999999973,7,0.0546875
350,0.730306,0.734375,0.71875,0.004068999999999989,0.01155600000000001,7,0.0546875
351,1.0,1.0,1.0,0.0,0.0,7,0.0546875
352,1.0,1.0,1.0,0.0,0.0,7,0.0546875
353,0.549877,0.546875,0.65625,0.003001999999999949,0.10637300000000005,7,0.0546875
354,1.0,1.0,1.0,0.0,0.0,7,0.0546875
355,1.0,1.0,1.0,0.0,0.0,7,0.0546875
356,0.980634,0.984375,1.0,0.0037409999999999943,0.019365999999999994,7,0.0546875
357,1.0,1.0,1.0,0.0,0.0,7,0.0546875
358,0.755415,0.75,0.640625,0.005414999999999948,0.11478999999999995,7,0.0546875
359,0.264756,0.25,0.359375,0.014755999999999991,0.09461900000000001,7,0.0546875
360,0.403318,0.421875,0.53125,0.01855699999999999,0.127932,7,0.0546875
361,0.677592,0.6875,0.671875,0.009908000000000028,0.005716999999999972,7,0.0546875
362,1.0,1.0,1.0,0.0,0.0,7,0.0546875
363,1.0,1.0,0.921875,0.0,0.078125,7,0.0546875
364,1.0,1.0,1.0,0.0,0.0,7,0.0546875
365,0.40061,0.390625,0.5,0.009985000000000022,0.09938999999999998,7,0.0546875
366,0.531764,0.53125,0.546875,0.0005140000000000144,0.015110999999999986,7,0.0546875
367,0.463804,0.46875,0.484375,0.004946000000000006,0.020571000000000006,7,0.0546875
368,0.871408,0.875,0.890625,0.0035920000000000396,0.01921700000000004,7,0.0546875
369,1.0,1.0,1.0,0.0,0.0,7,0.0546875
370,1.0,1.0,1.0,0.0,0.0,7,0.0546875
371,0.442174,0.4375,0.484375,0.0046740000000000115,0.04220099999999999,7,0.0546875
372,0.865025,0.859375,0.875,0.005650000000000044,0.009974999999999956,7,0.0546875
373,0.592798,0.59375,0.703125,0.0009519999999999529,0.11032699999999995,7,0.0546875
374,0.9108550000000001,0.90625,0.890625,0.004605000000000081,0.02023000000000008,7,0.0546875
375,1.0,1.0,1.0,0.0,0.0,7,0.0546875
376,1.0,1.0,1.0,0.0,0.0,7,0.0546875
377,1.0,1.0,1.0,0.0,0.0,7,0.0546875
378,0.7778229999999999,0.765625,0.875,0.012197999999999931,0.09717700000000007,7,0.0546875
379,1.0,1.0,1.0,0.0,0.0,7,0.0546875
380,0.863041,0.859375,0.90625,0.003665999999999947,0.04320900000000005,7,0.0546875
381,0.829222,0.828125,0.84375,0.0010970000000000146,0.014527999999999985,7,0.0546875
382,0.735414,0.71875,0.828125,0.016664000000000012,0.09271099999999999,7,0.0546875
383,1.0,1.0,1.0,0.0,0.0,7,0.0546875
384,0.979873,1.0,0.984375,0.020127000000000006,0.004502000000000006,7,0.0546875
385,1.0,1.0,1.0,0.0,0.0,7,0.0546875
386,0.961676,0.953125,1.0,0.008550999999999975,0.038324000000000025,7,0.0546875
387,0.866523,0.859375,0.90625,0.007148000000000043,0.03972699999999996,7,0.0546875
388,1.0,1.0,1.0,0.0,0.0,7,0.0546875
389,1.0,1.0,1.0,0.0,0.0,7,0.0546875
390,1.0,1.0,1.0,0.0,0.0,7,0.0546875
391,0.9775429999999999,0.984375,1.0,0.00683200000000006,0.02245700000000006,7,0.0546875
392,1.0,1.0,1.0,0.0,0.0,7,0.0546875
393,0.353496,0.359375,0.375,0.005879000000000023,0.021504000000000023,7,0.0546875
394,1.0,1.0,1.0,0.0,0.0,7,0.0546875
395,0.42663500000000004,0.421875,0.46875,0.004760000000000042,0.04211499999999996,7,0.0546875
396,0.79735,0.796875,0.78125,0.0004750000000000032,0.016100000000000003,7,0.0546875
397,1.0,1.0,1.0,0.0,0.0,7,0.0546875
398,1.0,1.0,1.0,0.0,0.0,7,0.0546875
399,0.916582,0.90625,0.828125,0.010332000000000008,0.08845700000000001,7,0.0546875
400,1.0,1.0,1.0,0.0,0.0,7,0.0546875
401,1.0,1.0,1.0,0.0,0.0,7,0.0546875
402,0.586497,0.609375,0.53125,0.022877999999999954,0.055247000000000046,7,0.0546875
403,1.0,1.0,1.0,0.0,0.0,7,0.0546875
404,0.689086,0.703125,0.8125,0.014039000000000024,0.12341400000000002,7,0.0546875
405,1.0,1.0,1.0,0.0,0.0,7,0.0546875
