Run ID,Timestamp,a,b,Number of Bits,Expected Result,Stochastic Result,Percent Error (%),Absolute Error,Trojan Activation Count
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,8,0.21229097,0.125,41.11855063830553,0.08729097,0
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,16,0.21229097,0.3125,47.203623404236176,0.10020903,0
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,32,0.21229097,0.1875,11.677825957458293,0.024790969999999996,0
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,64,0.21229097,0.265625,25.123079893600753,0.053334030000000004,3
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,128,0.21229097,0.2734375,28.803170478706658,0.061146530000000004,5
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,256,0.21229097,0.1796875,15.357916542564196,0.032603469999999996,7
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,512,0.21229097,0.19140625,9.83778066490534,0.020884719999999996,11
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,1024,0.21229097,0.2265625,6.722626968071229,0.014271530000000004,30
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,2048,0.21229097,0.22607422,6.492621895316601,0.013783249999999997,54
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,4096,0.21229097,0.21386719,0.7424809449031285,0.001576220000000017,121
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,8192,0.21229097,0.21191406,0.1775440566313339,0.00037691000000000807,249
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,16384,0.21229097,0.21453857,1.0587355646827636,0.0022476000000000163,497
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,32768,0.21229097,0.21264648,0.16746355250060957,0.0003555100000000033,1004
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,65536,0.21229097,0.21417236,0.886231760116792,0.0018813900000000106,2033
17c63dc0-c7ea-4892-a673-a0ff1c6035ae,2025-10-06T19:09:15.538528,0.495949,0.42805,131072,0.21229097,0.21095276,0.6303659548025082,0.0013382100000000063,4075
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,2,0.1008253,0.0,100.0,0.1008253,0
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,4,0.1008253,0.25,147.95363862046528,0.1491747,0
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,8,0.1008253,0.375,271.93045793069797,0.2741747,0
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,16,0.1008253,0.1875,85.96522896534896,0.0866747,2
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,32,0.1008253,0.09375,7.017385517325518,0.007075300000000007,0
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,64,0.1008253,0.15625,54.971024137790806,0.05542469999999999,0
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,128,0.1008253,0.09375,7.017385517325518,0.007075300000000007,5
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,256,0.1008253,0.125,23.976819310232642,0.024174699999999993,8
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,512,0.1008253,0.125,23.976819310232642,0.024174699999999993,17
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,1024,0.1008253,0.12304688,22.039686467583028,0.02222157999999999,42
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,2048,0.1008253,0.08886719,11.860227542095096,0.011958110000000008,60
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,4096,0.1008253,0.10742188,6.542584053803946,0.006596579999999991,119
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,8192,0.1008253,0.10327148,2.4261569268824315,0.0024461799999999922,268
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,16384,0.1008253,0.10809326,7.208468509391977,0.00726795999999999,504
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,32768,0.1008253,0.10516357,4.302759327272015,0.004338269999999991,1037
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,65536,0.1008253,0.10536194,4.499505580444585,0.0045366399999999946,2079
a9f42767-01e7-4838-b02e-f5c0475fb938,2025-10-06T19:09:16.863317,0.193906,0.51997,131072,0.1008253,0.10370636,2.857477240335502,0.002881059999999991,4101
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,2,0.17548774,0.0,100.0,0.17548774,0
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,4,0.17548774,0.0,100.0,0.17548774,2
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,8,0.17548774,0.0,100.0,0.17548774,0
b676d21b-8d06-4ad9-9263-10f74e209f26,2025-10-06T19:09:18.240639,0.210422,0.83398,16,0.17548774,0.125,28.76995281835643,0.05048774,0
